"source_group","source_path","line","timestamp_utc","token","classification","exclude_reason","confidence","address_candidates","symbol_hints"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","627",,"FUN_00642A80","new-candidate",,"medium","642A80;242A80;A42A80","FhUtil;FUN_00642a80;__addr_FUN_00642a80;FUN_00642A80"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","441",,"FUN_00A5AD30","new-candidate",,"medium","A5AD30;65AD30;E5AD30","FUN_00a5ad30;FUN_00A5AD30"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Components/Transition.cs","1302",,"0x5D588B65","new-candidate",,"medium","5D588B65;5D188B65;5D988B65",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/OverdriveModes-eb9e5c84c3aebc61.cs","90",,"FUN_007B10D0","new-candidate",,"medium","7B10D0;3B10D0;BB10D0","FUN_007b0f90;FUN_007b10d0;FUN_007B10D0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","112",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","402",,"FUN_00A56A40","new-candidate",,"medium","A56A40;656A40;E56A40","FUN_00a56a40;FUN_00A56A40"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","145",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","442",,"0xD307FE","new-candidate",,"medium","D307FE;9307FE;11307FE",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","409",,"0x00F3D6F4","new-candidate",,"medium","F3D6F4;B3D6F4;133D6F4",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","167",,"0x6657C0","new-candidate",,"medium","6657C0;2657C0;A657C0","__addr_FUN_00a657c0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","394",,"0x00F3CAFE","new-candidate",,"medium","F3CAFE;B3CAFE;133CAFE",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","276",,"0xD2E0BE","new-candidate",,"medium","D2E0BE;92E0BE;112E0BE",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3998",,"0x01440A38","new-candidate",,"medium","1440A38;1040A38;1840A38",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","320",,"0xF30800","new-candidate",,"medium","F30800;B30800;1330800",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","447",,"FUN_00A68140","new-candidate",,"medium","A68140;668140;E68140","FhMethodHandle;FUN_00a68140;FUN_00A68140"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","192",,"0x501100","new-candidate",,"medium","501100;101100;901100","__addr_TOMenuTransFacePlyTex"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","717",,"FUN_00A505E0","new-candidate",,"medium","A505E0;6505E0;E505E0","FhMethodHandle;FUN_00a505e0;__addr_FUN_00a505e0;FUN_00A505E0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","563",,"0x65A990","new-candidate",,"medium","65A990;25A990;A5A990","__addr_FUN_00a5a990"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","5314",,"0x00D2A084","new-candidate",,"medium","D2A084;92A084;112A084",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","916",,"0x88F800","new-candidate",,"medium","88F800;48F800;C8F800","FhUtil"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","267",,"0xD2CF06","new-candidate",,"medium","D2CF06;92CF06;112CF06",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","172",,"0x4AC2A0","new-candidate",,"medium","4AC2A0;AC2A0;8AC2A0","__addr_TOGetFFXLang"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","132",,"FUN_00642A80","new-candidate",,"medium","642A80;242A80;A42A80","FUN_00642a80;FUN_00642A80"
"rg-scan",".workspace/research/FFX_TAS_Python/players/base.py","32",,"0x00D32097","new-candidate",,"medium","D32097;932097;1132097",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","268",,"FUN_00786FB0","new-candidate",,"medium","786FB0;386FB0;B86FB0","FUN_00786fb0;FUN_00786FB0"
"rg-scan",".workspace/research/FFX_TAS_Python/logs.py","335",,"0x8E9004","new-candidate",,"medium","8E9004;4E9004;CE9004",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1964",,"0x001467942","new-candidate",,"medium","1467942;1067942;1867942",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","776",,"0x443B4000","new-candidate",,"medium","443B4000;43FB4000;447B4000",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/sphere_grid.py","33",,"0x12BEB6C","new-candidate",,"medium","12BEB6C;EBEB6C;16BEB6C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","592",,"0x4A8EF0","new-candidate",,"medium","4A8EF0;A8EF0;8A8EF0","__addr_FUN_008a8ef0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/X2TurnBased_module-e30181b1a2a3f1d5.cs","36",,"0x621EF0","new-candidate",,"medium","621EF0;221EF0;A21EF0","FhMethodHandle"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","667",,"FUN_00A56E00","new-candidate",,"medium","A56E00;656E00;E56E00","FhUtil;FUN_00a56e00;__addr_FUN_00a56e00;FUN_00A56E00"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/X2TurnBased_module-e30181b1a2a3f1d5.cs","46",,"0x9F8817","new-candidate",,"medium","9F8817;5F8817;DF8817",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","915",,"0x88F7E0","new-candidate",,"medium","88F7E0;48F7E0;C8F7E0","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","3625",,"0x00FFFFFF","new-candidate",,"medium","FFFFFF;BFFFFF;13FFFFF",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","33",,"0xF270F0","new-candidate",,"medium","F270F0;B270F0;13270F0",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4544",,"0x00D35EE0","new-candidate",,"medium","D35EE0;935EE0;1135EE0",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","974",,"0x00D307E8","new-candidate",,"medium","D307E8;9307E8;11307E8",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","680",,"FUN_008B9E70","new-candidate",,"medium","8B9E70;4B9E70;CB9E70","FhUtil;FUN_008b9e70;__addr_FUN_008b9e70;FUN_008B9E70"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2888",,"0x7E9F20D2","new-candidate",,"medium","7E9F20D2;7E5F20D2;7EDF20D2",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2887",,"0x00D35EE0","new-candidate",,"medium","D35EE0;935EE0;1135EE0",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2588",,"0x92CF00","new-candidate",,"medium","92CF00;52CF00;D2CF00",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2589",,"0x64FB70","new-candidate",,"medium","64FB70;24FB70;A4FB70","FhUtil;FUN_00a4fb70"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","198",,"0xD32114","new-candidate",,"medium","D32114;932114;1132114",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","659",,"FUN_00A5ACA0","new-candidate",,"medium","A5ACA0;65ACA0;E5ACA0","FhUtil;FUN_00a5aca0;__addr_FUN_00a5aca0;FUN_00A5ACA0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2950",,"FUN_00A560D0","new-candidate",,"medium","A560D0;6560D0;E560D0","FhUtil;__addr_FUN_00a560d0;FUN_00a560d0;FUN_00A560D0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","574",,"FUN_00A5B7B0","new-candidate",,"medium","A5B7B0;65B7B0;E5B7B0","FUN_00a5b7b0;FUN_00A5B7B0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","478",,"0x647D50","new-candidate",,"medium","647D50;247D50;A47D50","__addr_FUN_00a47d50"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","445",,"0x668140","new-candidate",,"medium","668140;268140;A68140","__addr_FUN_00a68140"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","86",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFX_TAS_Python/players/base.py","18",,"0x003AB9B0","new-candidate",,"medium","3AB9B0;7AB9B0",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4960",,"0xD35EDC","new-candidate",,"medium","D35EDC;935EDC;1135EDC",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2476",,"0x00D2CAD0","new-candidate",,"medium","D2CAD0;92CAD0;112CAD0",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","275",,"FUN_00A48D70","new-candidate",,"medium","A48D70;648D70;E48D70","FUN_00a48d70;__addr_FUN_00a48d70;FUN_00A48D70"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","871",,"0x886580","new-candidate",,"medium","886580;486580;C86580","FhUtil"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","231",,"0xD3251C","new-candidate",,"medium","D3251C;93251C;113251C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","882",,"0x1F057FC","new-candidate",,"medium","1F057FC;1B057FC;23057FC","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","570",,"FUN_00A5B030","new-candidate",,"medium","A5B030;65B030;E5B030","FhMethodHandle;FUN_00a5b030;FUN_00A5B030"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","912",,"0x88F788","new-candidate",,"medium","88F788;48F788;C8F788","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","585",,"FUN_00A5BB70","new-candidate",,"medium","A5BB70;65BB70;E5BB70","FUN_00a5bb70;FUN_00A5BB70"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2917",,"0x659E80","new-candidate",,"medium","659E80;259E80;A59E80","FhUtil;FUN_00a59e80"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1891",,"0x01441BE8","new-candidate",,"medium","1441BE8;1041BE8;1841BE8",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","932",,"0x00D307EC","new-candidate",,"medium","D307EC;9307EC;11307EC",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","139",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","357",,"0x656E00","new-candidate",,"medium","656E00;256E00;A56E00","__addr_FUN_00a56e00"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","81",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4139",,"0x0092E1ED","new-candidate",,"medium","92E1ED;52E1ED;D2E1ED",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","857",,"0x01441BD4","new-candidate",,"medium","1441BD4;1041BD4;1841BD4","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","685",,"FUN_00A5A360","new-candidate",,"medium","A5A360;65A360;E5A360","FhUtil;FUN_00a5a360;__addr_FUN_00a5a360;FUN_00A5A360"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","29",,"0xD37B84","new-candidate",,"medium","D37B84;937B84;1137B84",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2101",,"0x00CD0030","new-candidate",,"medium","CD0030;8D0030;10D0030",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","3160",,"FUN_00A49270","new-candidate",,"medium","A49270;649270;E49270","FUN_00a49270;FUN_00A49270"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1070",,"0x00F3F7A4","new-candidate",,"medium","F3F7A4;B3F7A4;133F7A4",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","669",,"FUN_00A563B0","new-candidate",,"medium","A563B0;6563B0;E563B0","FhUtil;FUN_00a563b0;__addr_FUN_00a563b0;FUN_00A563B0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","982",,"0x00D307EC","new-candidate",,"medium","D307EC;9307EC;11307EC",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","199",,"0xD32110","new-candidate",,"medium","D32110;932110;1132110",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2033",,"0x64F930","new-candidate",,"medium","64F930;24F930;A4F930","FhUtil;FUN_00a4f930"
"rg-scan",".workspace/research/FFX_TAS_Python/players/base.py","31",,"0x00D2CABC","new-candidate",,"medium","D2CABC;92CABC;112CABC",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2438",,"0x00D80048","new-candidate",,"medium","D80048;980048;1180048",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","683",,"FUN_00A5AD30","new-candidate",,"medium","A5AD30;65AD30;E5AD30","FhUtil;FUN_00a5ad30;__addr_FUN_00a5ad30;FUN_00A5AD30"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","100",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","251",,"0xD2CD00","new-candidate",,"medium","D2CD00;92CD00;112CD00",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","366",,"FUN_00A563B0","new-candidate",,"medium","A563B0;6563B0;E563B0","FUN_00a563b0;FUN_00A563B0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","844",,"0x00D32078","new-candidate",,"medium","D32078;932078;1132078",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","176",,"0xD321B0","new-candidate",,"medium","D321B0;9321B0;11321B0",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","693",,"FUN_00A45010","new-candidate",,"medium","A45010;645010;E45010","FhMethodHandle;FUN_00a45010;__addr_FUN_00a45010;FUN_00A45010"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","1958",,"0x3F800000","new-candidate",,"medium","3F800000;3F400000;3FC00000",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","327",,"0x648F20","new-candidate",,"medium","648F20;248F20;A48F20","__addr_FUN_00a48f20"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","597",,"0x6505E0","new-candidate",,"medium","6505E0;2505E0;A505E0","__addr_FUN_00a505e0"
"rg-scan",".workspace/research/FFX_TAS_Python/players/base.py","22",,"0x00D32078","new-candidate",,"medium","D32078;932078;1132078",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","189",,"0xD32934","new-candidate",,"medium","D32934;932934;1132934",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1405",,"0x00D30B5C","new-candidate",,"medium","D30B5C;930B5C;1130B5C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","870",,"0x886010","new-candidate",,"medium","886010;486010;C86010","FhUtil"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2004",,"0x00D32253","new-candidate",,"medium","D32253;932253;1132253",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1781",,"0x0085B30C","new-candidate",,"medium","85B30C;45B30C;C5B30C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","571",,"FUN_00A5B030","new-candidate",,"medium","A5B030;65B030;E5B030","FUN_00a5b030;__addr_FUN_00a5b030;FUN_00A5B030"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","172",,"0xD307E8","new-candidate",,"medium","D307E8;9307E8;11307E8",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","125",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","200",,"0xD32118","new-candidate",,"medium","D32118;932118;1132118",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2106",,"FUN_00A4F630","new-candidate",,"medium","A4F630;64F630;E4F630","FhUtil;FUN_00a4f630;FUN_00A4F630"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","433",,"0x4BA3C0","new-candidate",,"medium","4BA3C0;BA3C0;8BA3C0","__addr_FUN_008ba3c0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/22 - fahrenheit-dev (1340460420477222923).json_Files/modsettings-69b7de13c24f40c7.cs","128",,"0xFF00C9FF","new-candidate",,"medium","FF00C9FF;FEC0C9FF;FF40C9FF",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","873",,"0x00D322D0","new-candidate",,"medium","D322D0;9322D0;11322D0",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2394",,"FUN_00A4F250","new-candidate",,"medium","A4F250;64F250;E4F250","FhUtil;FUN_00a4f250;FUN_00A4F250"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","683",,"0x0084DED8","new-candidate",,"medium","84DED8;44DED8;C4DED8",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","106",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4554",,"0x00D35EE2","new-candidate",,"medium","D35EE2;935EE2;1135EE2",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/Character7-693244e13fb825c5.cs","56",,"FUN_007B10D0","new-candidate",,"medium","7B10D0;3B10D0;BB10D0","FUN_007b10d0;FhUtil;FUN_007B10D0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2758",,"FUN_00A59E80","new-candidate",,"medium","A59E80;659E80;E59E80","FhUtil;FUN_00a59e80;FUN_00A59E80"
"rg-scan",".workspace/research/FFX_TAS_Python/tools/rng_mod_patch.py","25",,"0x22585F","new-candidate",,"medium","22585F;62585F",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","338",,"FUN_00A48E40","new-candidate",,"medium","A48E40;648E40;E48E40","FUN_00a48e40;__addr_FUN_00a48e40;FUN_00A48E40"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3957",,"0x0085A83C","new-candidate",,"medium","85A83C;45A83C;C5A83C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","322",,"FUN_00A58FF0","new-candidate",,"medium","A58FF0;658FF0;E58FF0","FUN_00a58ff0;__addr_FUN_00a58ff0;FUN_00A58FF0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/ATBFillHandlerVanilla-2cf81b2c908c1473.cs","128",,"0x9F7F90","new-candidate",,"medium","9F7F90;5F7F90;DF7F90","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/ATBFillHandlerVanilla-2cf81b2c908c1473.cs","64",,"0x644BB0","new-candidate",,"medium","644BB0;244BB0;A44BB0",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","639",,"FUN_00A57120","new-candidate",,"medium","A57120;657120;E57120","FhUtil;FUN_00a57120;__addr_FUN_00a57120;FUN_00A57120"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","440",,"0x65AD30","new-candidate",,"medium","65AD30;25AD30;A5AD30","__addr_FUN_00a5ad30"
